TotalTime;Phase;PhaseTime;Vel;Acc
513;Phase 1;513;24.14016;0
514;Phase 1;514;24.14016;0
515;Phase 1;515;24.14016;0
516;Phase 1;516;24.14016;0.044704
517;Phase 1;517;24.184864;0.044704
518;Phase 1;518;24.229568;0.134112
519;Phase 1;519;24.36368;0.134112
520;Phase 1;520;24.497792;0.044704
521;Phase 1;521;24.542496;0.044704
522;Phase 1;522;24.5872;0.044704
523;Phase 1;523;24.631904;0.044704
524;Phase 1;524;24.676608;0
525;Phase 1;525;24.676608;0.044704
526;Phase 1;526;24.721312;0.044704
527;Phase 1;527;24.766016;0.044704
528;Phase 1;528;24.81072;0.044704
529;Phase 1;529;24.855424;0.044704
530;Phase 1;530;24.900128;0.044704
531;Phase 1;531;24.944832;0.044704
532;Phase 1;532;24.989536;0.044704
533;Phase 1;533;25.03424;0
534;Phase 1;534;25.03424;0
535;Phase 1;535;25.03424;0
536;Phase 1;536;25.03424;0
537;Phase 1;537;25.03424;0
538;Phase 1;538;25.03424;0
539;Phase 1;539;25.03424;0
540;Phase 1;540;25.03424;0
541;Phase 1;541;25.03424;0
542;Phase 1;542;25.03424;0
543;Phase 1;543;25.03424;0
544;Phase 1;544;25.03424;0
545;Phase 1;545;25.03424;0
546;Phase 1;546;25.03424;-0.044704
547;Phase 1;547;24.989536;0
548;Phase 1;548;24.989536;0
549;Phase 1;549;24.989536;-0.044704
550;Phase 1;550;24.944832;-0.089408
551;Phase 1;551;24.855424;-0.089408
552;Phase 1;552;24.766016;-0.089408
553;Phase 1;553;24.676608;-0.044704
554;Phase 1;554;24.631904;-0.044704
555;Phase 1;555;24.5872;-0.044704
556;Phase 1;556;24.542496;-0.134112
557;Phase 1;557;24.408384;-0.089408
558;Phase 1;558;24.318976;-0.089408
559;Phase 1;559;24.229568;-0.044704
560;Phase 1;560;24.184864;-0.134112
561;Phase 1;561;24.050752;-0.178816
562;Phase 1;562;23.871936;-0.044704
563;Phase 1;563;23.827232;-0.089408
564;Phase 1;564;23.737824;-0.089408
565;Phase 1;565;23.648416;-0.134112
566;Phase 1;566;23.514304;-0.089408
567;Phase 1;567;23.424896;-0.089408
568;Phase 1;568;23.335488;-0.044704
569;Phase 1;569;23.290784;-0.044704
570;Phase 1;570;23.24608;0
571;Phase 1;571;23.24608;0
572;Phase 1;572;23.24608;0
573;Phase 1;573;23.24608;0.044704
574;Phase 1;574;23.290784;-0.044704
575;Phase 1;575;23.24608;0
576;Phase 1;576;23.24608;-0.044704
577;Phase 1;577;23.201376;-0.134112
578;Phase 1;578;23.067264;-0.089408
579;Phase 1;579;22.977856;-0.134112
580;Phase 1;580;22.843744;-0.178816
581;Phase 1;581;22.664928;-0.178816
582;Phase 1;582;22.486112;-0.22352
583;Phase 1;583;22.262592;-0.22352
584;Phase 1;584;22.039072;-0.268224
585;Phase 1;585;21.770848;-0.22352
586;Phase 1;586;21.547328;-0.044704
587;Phase 1;587;21.502624;-0.044704
588;Phase 1;588;21.45792;0
589;Phase 1;589;21.45792;0.044704
590;Phase 1;590;21.502624;0.134112
591;Phase 1;591;21.636736;0.22352
592;Phase 1;592;21.860256;0.044704
593;Phase 1;593;21.90496;0.044704
594;Phase 1;594;21.949664;0
595;Phase 1;595;21.949664;-0.044704
596;Phase 1;596;21.90496;0
597;Phase 1;597;21.90496;-0.044704
598;Phase 1;598;21.860256;-0.134112
599;Phase 1;599;21.726144;-0.134112
600;Phase 1;600;21.592032;-0.134112
601;Phase 1;601;21.45792;-0.044704
602;Phase 1;602;21.413216;-0.044704
603;Phase 1;603;21.368512;-0.044704
604;Phase 1;604;21.323808;0.089408
605;Phase 1;605;21.413216;0.178816
