Cycle;meanVel;maxVel;minVel;stdVel;maxAccel;maxDecel;stdAccel;stdDecel;meanAccel;meanDecel;rAccel;rDecel;rStop;stopCnt;meanStopDur;meanGear;gearChg
11;19.44922342;27.05555556;3.333333333;7.278070191;1.416666667;-1.472222222;0.313364464;0.451754772;0.393640351;-0.618253968;0.410810811;0.189189189;0;0;0;3.629032258;8
11;22.73655914;27.05555556;3.861111111;4.39999756;1.416666667;-0.222222222;0.321363595;0.027183532;0.370811287;-0.168650794;0.340540541;0.151351351;0;0;0;4.209677419;5
11;21.56466547;27.05555556;7.583333333;4.929802948;1.111111111;-1.472222222;0.309847799;0.346231875;0.432222222;-0.383156967;0.135135135;0.340540541;0;0;0;4.037634409;4
11;14.36200717;24.27777778;0;7.602687028;1.111111111;-1.5;0.312736807;0.447962963;0.462962963;-0.535353535;0.210810811;0.416216216;0.091891892;1;17;2.892473118;11
11;10.61589008;22.66666667;0;6.76364169;1.111111111;-1.5;0.292702365;0.435792908;0.497340944;-0.612318841;0.394594595;0.372972973;0.145945946;1;27;2.344086022;15
11;15.62201314;34.36111111;0;11.56807591;1.055555556;-1.5;0.266270545;0.419822989;0.457635241;-0.471618357;0.535135135;0.248648649;0.145945946;1;27;2.989247312;13
11;24.76388889;34.36111111;0;9.022759866;1.055555556;-0.666666667;0.238283132;0.15663375;0.393129002;-0.26873385;0.637837838;0.232432432;0.005405405;1;1;4.204301075;6
11;32.27031063;36.47222222;23.58333333;3.100273756;0.694444444;-0.527777778;0.124743838;0.123501591;0.261111111;-0.237573099;0.432432432;0.205405405;0;0;0;4.983870968;1
11;28.89874552;36.47222222;2.416666667;8.164285515;0.388888889;-1;0.087499093;0.276859456;0.21572104;-0.478473611;0.254054054;0.432432432;0;0;0;4.548387097;4
12;20.91182076;33.38888889;2.863888889;7.794025462;2.608333333;-2.316666667;0.504970979;0.602837637;0.688703704;-0.597222222;0.551470588;0.257352941;0;0;0;3.817518248;10
12;23.68400243;35.84444444;7.816666667;7.795550863;1.497222222;-2.316666667;0.378959316;0.602587884;0.60470679;-0.578472222;0.529411765;0.264705882;0;0;0;4.109489051;8
12;26.1046837;37.34722222;7.816666667;7.970756757;1.497222222;-2.316666667;0.361280009;0.592982024;0.597222222;-0.557894737;0.477941176;0.279411765;0;0;0;4.328467153;7
12;27.90490673;37.34722222;7.816666667;7.949826731;1.497222222;-2.316666667;0.368340898;0.573443138;0.58042735;-0.594583333;0.477941176;0.294117647;0;0;0;4.510948905;5
12;30.28700324;37.34722222;11.72222222;5.489667726;1.497222222;-0.844444444;0.382036158;0.228663319;0.563037634;-0.361180556;0.455882353;0.294117647;0;0;0;4.795620438;2
12;31.71620032;37.34722222;23.17777778;3.137992247;1.497222222;-0.844444444;0.366897579;0.234507945;0.474109015;-0.37885101;0.389705882;0.323529412;0;0;0;4.97810219;1
12;32.0703163;37.34722222;27.06666667;2.752312888;0.9;-0.844444444;0.223736456;0.216543682;0.358503401;-0.328252033;0.360294118;0.301470588;0;0;0;5;0
12;32.77345904;37.34722222;27.06666667;2.585613516;0.9;-0.844444444;0.21706382;0.224578598;0.396010101;-0.347762346;0.404411765;0.264705882;0;0;0;5;0
12;33.02126926;37.34722222;24.275;2.471049545;0.9;-1.4;0.209059993;0.306951949;0.383043982;-0.49003268;0.352941176;0.375;0;0;0;4.99270073;0
12;30.5548459;37.34722222;1.594444444;7.809445045;0.794444444;-1.75;0.186108052;0.49220423;0.365447154;-0.702860697;0.301470588;0.492647059;0;0;0;4.693430657;4
